model,prior_prompt,ranking_score,target_source,intent_instruction,intent_reason,intent_candidate_ids,intent_vlm_decision,scene_key,scene_id,target_id,target_label,is_query_target,annotation,branch,grasp_id,grasp_label,is_terminal,reason,status,cl_success,cl_num_steps,cl_final_status,cl_action_seq,cl_reason_seq
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,7,object_7,False,"Have fruit, please.",partially_occluded,6,object_6,False,"target molmo_id=7 (node_id=6) is in graph, occluded by molmo_id=[9]",ok,True,3,target_grasped,6 -> 9 -> 7,"selected mid=6 (object_6)  vlm_reason=object_9 directly covers/blocks the target object_7, making it the immediate occluder. object_6 is an indirect occluder because it covers object_9, which in turn covers object_7, so it is important in the occlusion chain but less direct.  candidates:    mid=6: P_s=0.650 P_g=0.0044 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || selected mid=9 (object_9)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=9: P_s=1.000 P_g=0.0939 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=7 (object_7) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,8,object_8,False,"Have fruit, please.",partially_occluded,5,object_5,False,"target molmo_id=8 (node_id=7) is in graph, occluded by molmo_id=[5]",ok,True,2,target_grasped,5 -> 8,"selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0590 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=8 (object_8) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,9,object_9,False,"Have fruit, please.",partially_occluded,6,object_6,False,"target molmo_id=9 (node_id=8) is in graph, occluded by molmo_id=[6]",ok,True,2,target_grasped,6 -> 9,"selected mid=6 (object_6)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=6: P_s=1.000 P_g=0.0466 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=9 (object_9) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_348/perception,348,10,object_10,False,"Have fruit, please.",fully_visible,10,object_10,True,"target molmo_id=10 (node_id=9) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,10,"target molmo_id=10 (object_10) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,1,object_1,False,the brown box on bottom right,fully_visible,1,object_1,True,"target molmo_id=1 (node_id=0) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,1,"target molmo_id=1 (object_1) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,2,object_2,False,the brown box on bottom right,fully_visible,2,object_2,True,"target molmo_id=2 (node_id=1) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,2,"target molmo_id=2 (object_2) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,3,object_3,False,the brown box on bottom right,partially_occluded,5,object_5,False,"target molmo_id=3 (node_id=2) is in graph, occluded by molmo_id=[5]",ok,True,2,target_grasped,5 -> 3,"selected mid=5 (object_5)  vlm_reason=single ancestor; assigned deterministic prior  candidates:    mid=5: P_s=1.000 P_g=0.0286 P=1.0000 IG=0.0000 G=1.000 best_part=None cost=0 score=0.0000 <-- selected || target molmo_id=3 (object_3) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,4,object_4,False,the brown box on bottom right,fully_visible,4,object_4,True,"target molmo_id=4 (node_id=3) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,4,"target molmo_id=4 (object_4) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,5,object_5,True,the brown box on bottom right,fully_visible,5,object_5,True,"target molmo_id=5 (node_id=4) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,5,"target molmo_id=5 (object_5) is fully visible, directly graspable"
gpt-5.5,original,legacy,all,,,,,scene_365/perception,365,6,object_6,False,the brown box on bottom right,fully_visible,6,object_6,True,"target molmo_id=6 (node_id=5) is in graph, in_degree=0 -> on top, no occluder",ok,True,1,target_grasped,6,"target molmo_id=6 (object_6) is fully visible, directly graspable"
