model,algorithm,testcase,scene_id,query_obj_id,difficulty,ambiguous,split,instruction,intent_selected_id,intent_selected_object,branch,reason_grasp_id,reason_grasp_object,reason_status,selection_status,ground_truth_object_ids,predicted_perception_object_id,predicted_dataset_object_id,ssr_iou,rsr_success,status
gpt-4o,theory_original,01_hard_ambiguous,5359,10,Hard,True,2,the soap dispenser occluded by another soap dispenser and by a glass,6,white bottle with pump,partially_occluded,5,red and white thermometer,ok,completed,"[5, 8]",5,2,0.0,0,ok
gpt-4o,theory_original,01_hard_ambiguous,5368,13,Hard,True,0,the top calculator,2,scientific calculator,fully_visible,2,scientific calculator,ok,completed,"[1, 4, 8, 11, 12]",2,14,0.00031152150297143586,0,ok
gpt-4o,theory_original,01_hard_ambiguous,5368,13,Hard,True,1,the calculator on top center,2,scientific calculator,fully_visible,2,scientific calculator,ok,completed,"[1, 4, 8, 11, 12]",2,14,0.00031152150297143586,0,ok
gpt-4o,theory_original,01_hard_ambiguous,5368,13,Hard,True,2,the calculator on its back,2,scientific calculator,fully_visible,2,scientific calculator,ok,completed,"[1, 4, 8, 11, 12]",2,14,0.00031152150297143586,0,ok
gpt-4o,theory_original,01_hard_ambiguous,5405,3,Hard,True,0,the spray bottle on bottom under the white cables,3,spray bottle with blue nozzle,partially_occluded,,,selection_no_found,completed,[2],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,01_hard_ambiguous,5405,3,Hard,True,1,the spray container on the bottom,3,spray bottle with blue nozzle,partially_occluded,,,selection_no_found,completed,[2],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,01_hard_ambiguous,5405,3,Hard,True,2,the spray that is touching the bottom of the bin and under the white threads,3,spray bottle with blue nozzle,partially_occluded,,,selection_no_found,completed,[2],,,0.0,0,missing_grasp_object
gpt-4o,theory_original,01_hard_ambiguous,59,0,Hard,True,0,the orange nearest to the image bottom,2,orange fruit,partially_occluded,4,brown cardboard box,ok,completed,[2],4,2,0.9937544754850122,1,ok
gpt-4o,theory_original,01_hard_ambiguous,59,0,Hard,True,1,the orange in the bottom,2,orange fruit,partially_occluded,4,brown cardboard box,ok,completed,[2],4,2,0.9937544754850122,1,ok
gpt-4o,theory_original,01_hard_ambiguous,59,0,Hard,True,2,the less occluded orange,2,orange fruit,partially_occluded,4,brown cardboard box,ok,completed,[2],4,2,0.9937544754850122,1,ok
gpt-4o,theory_original,01_hard_ambiguous,691,3,Hard,True,0,the green grinder on bottom,,,fully_occluded,4,red and yellow handled pliers,ok,completed,[7],4,6,0.21562663225489292,0,ok
gpt-4o,theory_original,01_hard_ambiguous,691,3,Hard,True,1,the green vape-like object from the bottom,,,fully_occluded,4,red and yellow handled pliers,ok,completed,[7],4,6,0.21562663225489292,0,ok
gpt-4o,theory_original,01_hard_ambiguous,691,3,Hard,True,2,the greenish tool in the middle under the plier,6,metallic rectangular tool,partially_occluded,7,small metallic bolt,ok,completed,[7],7,2,0.0,0,ok
gpt-4o,theory_original,01_hard_ambiguous,815,1,Hard,True,0,the plyer on the left,1,red and yellow handled pliers,partially_occluded,4,blue cylindrical object,ok,completed,[0],4,7,0.00010536575086268208,0,ok
gpt-4o,theory_original,01_hard_ambiguous,815,1,Hard,True,1,the top left clamp,1,red and yellow handled pliers,partially_occluded,4,blue cylindrical object,ok,completed,[0],4,7,0.00010536575086268208,0,ok
gpt-4o,theory_original,01_hard_ambiguous,815,1,Hard,True,2,the pliers on the left,1,red and yellow handled pliers,partially_occluded,4,blue cylindrical object,ok,completed,[0],4,7,0.00010536575086268208,0,ok
gpt-4o,theory_original,01_hard_ambiguous,823,1,Hard,True,0,the wire cutters on the right,4,red and yellow handled pliers,partially_occluded,1,yellow propeller with three blades,ok,completed,[4],1,5,0.3576100883404141,0,ok
gpt-4o,theory_original,01_hard_ambiguous,823,1,Hard,True,1,the plyer on the right,4,red and yellow handled pliers,partially_occluded,1,yellow propeller with three blades,ok,completed,[4],1,5,0.3576100883404141,0,ok
gpt-4o,theory_original,01_hard_ambiguous,823,1,Hard,True,2,the clamp on the bottom right on the white cable,,,fully_occluded,1,yellow propeller with three blades,ok,completed,[4],1,5,0.3576100883404141,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1042,6,Medium,True,0,the leftmost yellow cup under the cutting plier,4,yellow cup,partially_occluded,7,red and yellow handled pliers,ok,completed,[1],7,1,0.9881168069913674,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1042,6,Medium,True,1,the yellow yogurt container on the left,4,yellow cup,partially_occluded,7,red and yellow handled pliers,ok,completed,[1],7,1,0.9881168069913674,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1042,6,Medium,True,2,the yellow cup on the left,4,yellow cup,partially_occluded,7,red and yellow handled pliers,ok,completed,[1],7,1,0.9881168069913674,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1078,1,Medium,True,0,the bottom most banana,8,banana on bottom,partially_occluded,9,blue dumbbell near top banana,ok,completed,[0],9,0,0.9876532840584579,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1078,1,Medium,True,1,the banana on the bottom,8,banana on bottom,partially_occluded,9,blue dumbbell near top banana,ok,completed,[0],9,0,0.9876532840584579,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1078,1,Medium,True,2,the yellow banana on bottom left,8,banana on bottom,partially_occluded,9,blue dumbbell near top banana,ok,completed,[0],9,0,0.9876532840584579,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1115,0,Medium,True,0,the grey box in between the 3 toothpaste boxes,3,metal block,partially_occluded,5,toothpaste box with red and green design,ok,completed,[3],5,3,0.9934442321513085,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1115,0,Medium,True,1,the gray metal thing on center right,3,metal block,partially_occluded,5,toothpaste box with red and green design,ok,completed,[3],5,3,0.9934442321513085,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1115,0,Medium,True,2,the bottom white box,7,small box with blue text,fully_visible,7,small box with blue text,ok,completed,[3],7,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1125,2,Medium,True,0,the strawberry on the bottom,4,red strawberry with green top,partially_occluded,3,red strawberry with green top,ok,completed,[0],3,0,0.9922518159806295,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1125,2,Medium,True,1,the strawberry on bottom right,4,red strawberry with green top,partially_occluded,3,red strawberry with green top,ok,completed,[0],3,0,0.9922518159806295,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1125,2,Medium,True,2,the strawberry closest to the bottom edge,4,red strawberry with green top,partially_occluded,3,red strawberry with green top,ok,completed,[0],3,0,0.9922518159806295,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1269,0,Medium,True,0,the screw in the center under the light blue cups,4,metal screw with light blue cap,fully_visible,4,metal screw with light blue cap,ok,completed,"[3, 4]",4,4,0.0820864931338389,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1269,0,Medium,True,1,the metallic screw,4,metal screw with light blue cap,fully_visible,4,metal screw with light blue cap,ok,completed,"[3, 4]",4,4,0.0820864931338389,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1269,0,Medium,True,2,the screw partially hidden below the plastic cups,4,metal screw with light blue cap,fully_visible,4,metal screw with light blue cap,ok,completed,"[3, 4]",4,4,0.0820864931338389,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1357,4,Medium,True,0,the blue bolt on the top right,5,blue nozzle,partially_occluded,6,red and yellow handled pliers,ok,completed,[2],6,2,0.875070041659561,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1357,4,Medium,True,1,the blue screw on top right,5,blue nozzle,partially_occluded,6,red and yellow handled pliers,ok,completed,[2],6,2,0.875070041659561,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1357,4,Medium,True,2,the blue object in the top right corner,5,blue nozzle,partially_occluded,6,red and yellow handled pliers,ok,completed,[2],6,2,0.875070041659561,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1494,5,Medium,True,0,the orange touching the blister card placed in the center of the tray,1,orange fruit,fully_visible,1,orange fruit,ok,completed,[0],1,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1494,5,Medium,True,1,the orange in the middle next to the lighter box,7,orange fruit,partially_occluded,10,packaged electronic fuses,ok,completed,[0],10,1,0.02226741230299949,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1494,5,Medium,True,2,the orange in the middle. the third counting from the right,7,orange fruit,partially_occluded,10,packaged electronic fuses,ok,completed,[0],10,1,0.02226741230299949,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1498,0,Medium,True,0,the most top box,5,packaging box,partially_occluded,9,small white fragment,ok,completed,[4],9,0,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1498,0,Medium,True,1,the package in center,4,packaging box,fully_visible,4,packaging box,ok,completed,[4],4,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1498,0,Medium,True,2,the top cardboard packaging,5,packaging box,partially_occluded,9,small white fragment,ok,completed,[4],9,0,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1500,6,Medium,True,0,the lemon behind the obstacle,6,yellow lemon,partially_occluded,8,packaging,ok,completed,[0],8,0,0.9815604512432815,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1500,6,Medium,True,1,the lemon on the right,6,yellow lemon,partially_occluded,8,packaging,ok,completed,[0],8,0,0.9815604512432815,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1500,6,Medium,True,2,the yellow lemon on right,6,yellow lemon,partially_occluded,8,packaging,ok,completed,[0],8,0,0.9815604512432815,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1508,0,Medium,True,0,the cardboard packaging in the bottom left,9,packaging with lighters,partially_occluded,2,orange fruit,ok,completed,[8],2,3,1.303661986520135e-05,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1508,0,Medium,True,1,the most bottom box,3,yellow lemon,partially_occluded,2,orange fruit,ok,completed,[8],2,3,1.303661986520135e-05,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1508,0,Medium,True,2,the white package on the bottom,9,packaging with lighters,partially_occluded,2,orange fruit,ok,completed,[8],2,3,1.303661986520135e-05,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1524,2,Medium,True,0,the gray box on bottom right,2,white rectangular object with 'FESTO' text,partially_occluded,1,red Cheez-It box,ok,completed,[0],1,0,0.9969001769770003,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1524,2,Medium,True,1,the bottom most brown box,,,fully_occluded,3,transparent bottle with white cap,ok,completed,[0],3,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1524,2,Medium,True,2,the white festo box on the bottom,2,white rectangular object with 'FESTO' text,partially_occluded,1,red Cheez-It box,ok,completed,[0],1,0,0.9969001769770003,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1662,10,Medium,True,0,the lighter box behind the brown box,6,pack of lighters with black and red lighters,partially_occluded,5,packaging with printed graphics,ok,completed,[11],5,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1662,10,Medium,True,1,the lighters package on top of the tennis ball,6,pack of lighters with black and red lighters,partially_occluded,5,packaging with printed graphics,ok,completed,[11],5,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1662,10,Medium,True,2,the central lighter package,2,"pack of lighters with red, blue, gray, and white lighters",fully_visible,2,"pack of lighters with red, blue, gray, and white lighters",ok,completed,[11],2,9,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1827,5,Medium,True,0,the spray bottle in the middle with the domino sugar and another spray bottle leaning on it,5,blue spray bottle with label,partially_occluded,4,blue spray bottle with label,ok,completed,"[4, 6]",4,4,0.9953415466651041,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1827,5,Medium,True,1,the green bottle behind the green bottle in the center,,,fully_occluded,1,yellow sugar box,ok,completed,"[4, 6]",1,6,0.9920188068367202,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1827,5,Medium,True,2,the central occluded spray bottle,5,blue spray bottle with label,partially_occluded,4,blue spray bottle with label,ok,completed,"[4, 6]",4,4,0.9953415466651041,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1860,7,Medium,True,0,the bulb from the bottom,6,light bulb with metallic base,fully_visible,6,light bulb with metallic base,ok,completed,[4],6,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1860,7,Medium,True,1,the lamp on bottom right under the screwdriver,6,light bulb with metallic base,fully_visible,6,light bulb with metallic base,ok,completed,[4],6,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1860,7,Medium,True,2,the bottom most glass bulb,6,light bulb with metallic base,fully_visible,6,light bulb with metallic base,ok,completed,[4],6,7,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1871,7,Medium,True,0,the bulb in the centre left of the image,9,light bulb,partially_occluded,3,white cylindrical object,ok,completed,[3],3,3,0.9952400107267364,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1871,7,Medium,True,1,the bulb on the left-hand side,9,light bulb,partially_occluded,3,white cylindrical object,ok,completed,[3],3,3,0.9952400107267364,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1871,7,Medium,True,2,the bulb on the top left,9,light bulb,partially_occluded,3,white cylindrical object,ok,completed,[3],3,3,0.9952400107267364,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1962,7,Medium,True,0,the banana in horizontal attach to the bottom side of the box,2,banana,fully_visible,2,banana,ok,completed,[5],2,5,0.5892776764350525,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1962,7,Medium,True,1,the bottom most horizontal banana,2,banana,fully_visible,2,banana,ok,completed,[5],2,5,0.5892776764350525,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1962,7,Medium,True,2,the banana on the bottom under another banana,2,banana,fully_visible,2,banana,ok,completed,[5],2,5,0.5892776764350525,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1963,3,Medium,True,0,the green object behind the green object,5,green pneumatic tool,fully_visible,5,green pneumatic tool,ok,completed,[2],5,2,0.6077409650689622,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1963,3,Medium,True,1,the green tool that is under another green tool,5,green pneumatic tool,fully_visible,5,green pneumatic tool,ok,completed,[2],5,2,0.6077409650689622,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1963,3,Medium,True,2,"the festo cylinder resting on the bottom of the box, with another cylinder on top",5,green pneumatic tool,fully_visible,5,green pneumatic tool,ok,completed,[2],5,2,0.6077409650689622,1,ok
gpt-4o,theory_original,02_medium_ambiguous,1978,3,Medium,True,0,the knife on the top right,4,blue knife with wooden handle,partially_occluded,2,orange drill with black chuck,ok,completed,[2],2,0,0.06026825122196049,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1978,3,Medium,True,1,the knife on top right,4,blue knife with wooden handle,partially_occluded,2,orange drill with black chuck,ok,completed,[2],2,0,0.06026825122196049,0,ok
gpt-4o,theory_original,02_medium_ambiguous,1978,3,Medium,True,2,the knife on the top right,4,blue knife with wooden handle,partially_occluded,2,orange drill with black chuck,ok,completed,[2],2,0,0.06026825122196049,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2000,4,Medium,True,0,"the yellow propeller on the top left part of the image, situated between two other propellers",2,yellow propeller with three blades and a central ring,partially_occluded,3,yellow propeller with three blades and a central ring,ok,completed,[1],3,1,0.35206650670812073,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2000,4,Medium,True,1,the yellow propeller on top right in between of two yellow propellers,2,yellow propeller with three blades and a central ring,partially_occluded,3,yellow propeller with three blades and a central ring,ok,completed,[1],3,1,0.35206650670812073,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2000,4,Medium,True,2,the yellow object behind the yellow object,3,yellow propeller with three blades and a central ring,fully_visible,3,yellow propeller with three blades and a central ring,ok,completed,[1],3,1,0.35206650670812073,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2078,4,Medium,True,0,the extra box on the bottom left,3,blue and white rectangular package,partially_occluded,5,transparent glass with stem,ok,completed,[0],5,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2078,4,Medium,True,1,the chewing gum box on bottom left,3,blue and white rectangular package,partially_occluded,5,transparent glass with stem,ok,completed,[0],5,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2078,4,Medium,True,2,the box on bottom left,3,blue and white rectangular package,partially_occluded,5,transparent glass with stem,ok,completed,[0],5,1,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2157,7,Medium,True,0,the blue cup in the middle,6,light blue plastic cup (center),partially_occluded,2,orange and yellow glue gun (bottom),ok,completed,[1],2,1,0.6543569765657833,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2157,7,Medium,True,1,the light blue cup in the center of the image,6,light blue plastic cup (center),partially_occluded,2,orange and yellow glue gun (bottom),ok,completed,[1],2,1,0.6543569765657833,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2157,7,Medium,True,2,the yogurt container on the right,,,fully_occluded,2,orange and yellow glue gun (bottom),ok,completed,[1],2,1,0.6543569765657833,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2163,5,Medium,True,0,the blue cup in the middle behind the orange object,3,light blue cylindrical container,partially_occluded,1,orange and yellow power tool,ok,completed,[1],1,0,0.3936954269646293,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2163,5,Medium,True,1,"the third plastic cup encountered moving from right to left, under a submarine",3,light blue cylindrical container,partially_occluded,1,orange and yellow power tool,ok,completed,[1],1,0,0.3936954269646293,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2163,5,Medium,True,2,the light blue cup in the center right under an orange toy submarine,3,light blue cylindrical container,partially_occluded,1,orange and yellow power tool,ok,completed,[1],1,0,0.3936954269646293,0,ok
gpt-4o,theory_original,02_medium_ambiguous,2179,3,Medium,True,0,the sugar box on the right under the top sugar box,2,yellow sugar box with blue text,partially_occluded,4,yellow condiment bottle with red and blue label,ok,completed,"[2, 5]",4,5,0.9944453178221454,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2179,3,Medium,True,1,the box under the yellow bottle and the other yellow box,2,yellow sugar box with blue text,partially_occluded,4,yellow condiment bottle with red and blue label,ok,completed,"[2, 5]",4,5,0.9944453178221454,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2179,3,Medium,True,2,the second box from the top,2,yellow sugar box with blue text,partially_occluded,4,yellow condiment bottle with red and blue label,ok,completed,"[2, 5]",4,5,0.9944453178221454,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2275,1,Medium,True,0,the green box on the top left corner,2,red and green tilted coffee filter box,partially_occluded,1,red and green coffee filter box,ok,completed,[0],1,0,0.9908498234070346,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2275,1,Medium,True,1,the coffee package on the top left,2,red and green tilted coffee filter box,partially_occluded,1,red and green coffee filter box,ok,completed,[0],1,0,0.9908498234070346,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2275,1,Medium,True,2,the top left green box,2,red and green tilted coffee filter box,partially_occluded,1,red and green coffee filter box,ok,completed,[0],1,0,0.9908498234070346,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2313,2,Medium,True,0,the red plastic cup underneath another red cup,4,red bowl fragment,partially_occluded,3,red bowl,ok,completed,[1],3,1,0.9424958648643736,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2313,2,Medium,True,1,the red bowl laying on the bottom,3,red bowl,fully_visible,3,red bowl,ok,completed,[1],3,1,0.9424958648643736,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2313,2,Medium,True,2,the red cup on bottom left under another red cup,4,red bowl fragment,partially_occluded,3,red bowl,ok,completed,[1],3,1,0.9424958648643736,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2448,0,Medium,True,0,the red pringles tube on top,2,red Pringles can,fully_visible,2,red Pringles can,ok,completed,"[1, 2]",2,1,0.9940226930359192,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2448,0,Medium,True,1,the horizontal chips tin,2,red Pringles can,fully_visible,2,red Pringles can,ok,completed,"[1, 2]",2,1,0.9940226930359192,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2448,0,Medium,True,2,the red pringles tube in center,4,red Pringles can (damaged),partially_occluded,5,white bag,ok,completed,"[1, 2]",5,2,0.9664269939266175,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2516,1,Medium,True,0,the second bottle from the bottom,3,yellow bottle with red and blue label,partially_occluded,2,yellow bottle with blue cap and label,ok,completed,[2],2,2,0.945117685787178,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2516,1,Medium,True,1,the bottle that is under another bottle,3,yellow bottle with red and blue label,partially_occluded,2,yellow bottle with blue cap and label,ok,completed,[2],2,2,0.945117685787178,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2516,1,Medium,True,2,the yellow bottle in the center under another yellow bottle,3,yellow bottle with red and blue label,partially_occluded,2,yellow bottle with blue cap and label,ok,completed,[2],2,2,0.945117685787178,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2541,5,Medium,True,0,the spray bottle on top left  under another spray bottle,1,floral-patterned spray can with blue cap,partially_occluded,6,floral-patterned spray can with black cap,ok,completed,[4],6,4,0.885798179504747,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2541,5,Medium,True,1,the spray bottle on the left below the other spray bottle,2,floral-patterned spray can with blue cap,partially_occluded,6,floral-patterned spray can with black cap,ok,completed,[4],6,4,0.885798179504747,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2541,5,Medium,True,2,the spray bottle on top left under another spray bottle,1,floral-patterned spray can with blue cap,partially_occluded,6,floral-patterned spray can with black cap,ok,completed,[4],6,4,0.885798179504747,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2765,2,Medium,True,0,"the yellow bottle in the middle, occluded by a same object",4,yellow detergent bottle with blue label and cap,partially_occluded,3,yellow detergent bottle with blue label,ok,completed,[1],3,1,0.932024104071657,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2765,2,Medium,True,1,the bottle that is under the other two bottles,4,yellow detergent bottle with blue label and cap,partially_occluded,3,yellow detergent bottle with blue label,ok,completed,[1],3,1,0.932024104071657,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2765,2,Medium,True,2,the yellow bottle placed underneath another yellow bottle,3,yellow detergent bottle with blue label,fully_visible,3,yellow detergent bottle with blue label,ok,completed,[1],3,1,0.932024104071657,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2867,4,Medium,True,0,the brown box on bottom left,1,golden rectangular box,partially_occluded,2,blue ball,ok,completed,[0],2,0,0.9972602739726028,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2867,4,Medium,True,1,the brown box without any label,1,golden rectangular box,partially_occluded,2,blue ball,ok,completed,[0],2,0,0.9972602739726028,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2867,4,Medium,True,2,the box near the bottom,1,golden rectangular box,partially_occluded,2,blue ball,ok,completed,[0],2,0,0.9972602739726028,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2973,4,Medium,True,0,"the white cable, which is under another white cable on the left of the image",3,white coiled cable,partially_occluded,1,blue rectangular box with text,ok,completed,"[1, 3]",1,1,0.9867312215954507,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2973,4,Medium,True,1,the bottom left white cable,3,white coiled cable,partially_occluded,1,blue rectangular box with text,ok,completed,"[1, 3]",1,1,0.9867312215954507,1,ok
gpt-4o,theory_original,02_medium_ambiguous,2973,4,Medium,True,2,the white cable bundle on which the blue box is leaning on,3,white coiled cable,partially_occluded,1,blue rectangular box with text,ok,completed,"[1, 3]",1,1,0.9867312215954507,1,ok
gpt-4o,theory_original,02_medium_ambiguous,298,2,Medium,True,0,the gray cup on top center,3,white cup without handle,partially_occluded,6,red Pringles can with logo,ok,completed,[5],6,5,0.9923851316468766,1,ok
gpt-4o,theory_original,02_medium_ambiguous,298,2,Medium,True,1,the espresso cup on top,3,white cup without handle,partially_occluded,6,red Pringles can with logo,ok,completed,[5],6,5,0.9923851316468766,1,ok
gpt-4o,theory_original,02_medium_ambiguous,298,2,Medium,True,2,the cup near the top,3,white cup without handle,partially_occluded,6,red Pringles can with logo,ok,completed,[5],6,5,0.9923851316468766,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3078,1,Medium,True,0,the cylinder in the bottom,2,red Pringles can with nutrition label,partially_occluded,1,gray rectangular box,ok,completed,[0],1,0,0.9948866992011439,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3078,1,Medium,True,1,the red tube on bottom left,2,red Pringles can with nutrition label,partially_occluded,1,gray rectangular box,ok,completed,[0],1,0,0.9948866992011439,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3078,1,Medium,True,2,the pringle box on the bottom,2,red Pringles can with nutrition label,partially_occluded,1,gray rectangular box,ok,completed,[0],1,0,0.9948866992011439,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3216,3,Medium,True,0,the black thing on bottom right,11,black cylindrical object,partially_occluded,5,glass cup with red strawberry inside,ok,completed,[1],5,1,0.6752868821720543,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3216,3,Medium,True,1,the valve object on the right,11,black cylindrical object,partially_occluded,5,glass cup with red strawberry inside,ok,completed,[1],5,1,0.6752868821720543,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3216,3,Medium,True,2,the black object on bottom right,11,black cylindrical object,partially_occluded,5,glass cup with red strawberry inside,ok,completed,[1],5,1,0.6752868821720543,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3217,6,Medium,True,0,the second of the three vertical bananas,7,yellow banana,partially_occluded,6,blue and pink spray bottle,ok,completed,[4],6,4,0.9934453678557572,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3217,6,Medium,True,1,the second banana from the right,7,yellow banana,partially_occluded,6,blue and pink spray bottle,ok,completed,[4],6,4,0.9934453678557572,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3217,6,Medium,True,2,the second banana from the right,7,yellow banana,partially_occluded,6,blue and pink spray bottle,ok,completed,[4],6,4,0.9934453678557572,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3309,5,Medium,True,0,the central chips can,2,red Pringles can with yellow design,fully_visible,2,red Pringles can with yellow design,ok,completed,[3],2,3,0.9885117963561828,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3309,5,Medium,True,1,the pringles tube on the bottom,3,red Pringles can with yellow design,partially_occluded,2,red Pringles can with yellow design,ok,completed,[3],2,3,0.9885117963561828,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3309,5,Medium,True,2,the chips tube nearby two strawberries,3,red Pringles can with yellow design,partially_occluded,2,red Pringles can with yellow design,ok,completed,[3],2,3,0.9885117963561828,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3357,2,Medium,True,0,the tin that is touching the box,4,red and white soup can,partially_occluded,2,brown cardboard box with label,ok,completed,[4],2,4,0.9884129231694856,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3357,2,Medium,True,1,the tomato can soup,3,red and white soup can,fully_visible,3,red and white soup can,ok,completed,[4],3,3,0.0,0,ok
gpt-4o,theory_original,02_medium_ambiguous,3357,2,Medium,True,2,the tomato can at the bottom of the bin,4,red and white soup can,partially_occluded,2,brown cardboard box with label,ok,completed,[4],2,4,0.9884129231694856,1,ok
gpt-4o,theory_original,02_medium_ambiguous,3374,4,Medium,True,0,the purple apple-like object from bottom,3,purple fruit,fully_visible,3,purple fruit,ok,completed,[1],3,4,6.126090252624647e-05,0,ok
gpt-4o,theory_original,02_medium_ambiguous,3374,4,Medium,True,1,the apple closest to the bottom,3,purple fruit,fully_visible,3,purple fruit,ok,completed,[1],3,4,6.126090252624647e-05,0,ok
