model,prior_prompt,ranking_score,target_source,target_id,target_label,step,candidate_id,candidate_label,P_s,P_g,P,IG,IG_normalized,graspability,graspability_part_id,graspability_parts,cost,score_legacy,score_ig,score_ig_graspability,score_theory,score,vlm_reason,selected,scene_id,detail_file,reason_algorithm,run_dir
gpt-4o,original,theory,all,1,object_1,2,6,object_6,1.0,0.019739,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-4o,original,theory,all,7,object_7,1,6,object_6,0.75,0.00437330663,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 9 directly covers the target (object 7), so it receives a high score. Object 6 indirectly contributes to the occlusion by covering object 9, which blocks the target, so it receives a moderate-to-high score.",True,348,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-4o,original,theory,all,7,object_7,2,9,object_9,1.0,0.093878,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-4o,original,theory,all,8,object_8,1,5,object_5,1.0,0.059004,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-4o,original,theory,all,9,object_9,1,6,object_6,1.0,0.046585,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_348.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-4o,original,theory,all,3,object_3,1,5,object_5,1.0,0.028561,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,365,runs_reason_compare/gpt-4o/original/theory/scene_details/scene_365.csv,theory,runs_reason_compare/gpt-4o/original/theory
gpt-5.5,original,legacy,all,1,object_1,1,2,object_2,0.96,0.002558927132,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Both candidates directly cover target object_1. Object_2 is especially important because it directly occludes object_1 and also lies on top of object_3, which is another direct occluder. Object_3 also directly blocks part of object_1, so it receives a high score despite being partially covered by object_2.",True,1094,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_1094.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,2,3,object_3,1.0,0.009159,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_1094.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,1,2,object_2,1.0,0.012548,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_1094.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,1,2,object_2,1.0,0.014864,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_1094.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,5,object_5,1,2,object_2,1.0,0.01407,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,125,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_125.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,6,object_6,1,2,object_2,0.62,0.0002183523299999,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 5 directly covers/blocks target 6 and is the immediate occluder, so it receives a high score. Object 2 sits above object 5 in the chain, indirectly occluding the target by covering/pressing the direct occluder, so it receives a moderate score.",True,125,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_125.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,6,object_6,2,5,object_5,1.0,0.015519,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,125,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_125.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,1,8,object_8,0.62,0.0002460505175031,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Objects 4 and 5 directly occlude target 1, with 5 covering a larger lower portion and also covering 4. Object 8 does not directly touch the target but is an indirect occluder through 8->5->1, so it has moderate chain importance.",True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,2,5,object_5,0.97,0.017344601544,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Both candidates directly cover the target object 1. Object 5 is slightly more important because it directly blocks object 1 and also covers object 4, adding chain pressure over another direct occluder.",True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,3,4,object_4,1.0,0.033144,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,1,8,object_8,0.5,0.0002279059533406,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,VLM response could not be parsed; used fallback scores.,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,2,6,object_6,0.6,4.0715637e-05,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 7 is the immediate occluder of target 3 per the relation 7 -> 3, so it is highly important. Object 6 covers object 7, making it an indirect occluder in the chain to the target, so it has moderate importance.",True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,3,7,object_7,1.0,0.006067,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,1,8,object_8,0.62,0.001381021286,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 5 directly covers the target object 4, making it the immediate occluder. Object 8 does not directly cover 4 but covers object 5, which is the direct occluder, so it is an indirect chain occluder with moderate importance.",True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,2,5,object_5,1.0,0.097351,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,5,object_5,1,8,object_8,1.0,0.014186,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,6,object_6,1,8,object_8,1.0,0.018753,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,1,8,object_8,0.98,0.037564851383,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Both candidates directly cover target 7 per the graph. Object 8 is the dominant front occluder, covering a large lower portion of 7 and also lying above 6, so it is maximally important. Object 6 also directly occludes 7 but appears to block a smaller side portion, so it is slightly lower but still high.",True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,2,6,object_6,1.0,0.006711,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_184.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,2,object_2,1,1,object_1,1.0,0.028194,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_20.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,1,1,object_1,0.62,0.000244808502,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 2 is the immediate occluder directly covering/blocking target 3. Object 1 indirectly contributes by covering object 2, which is the direct occluder, so it has moderate chain importance.",True,20,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_20.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,2,2,object_2,1.0,0.008683,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_20.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,1,6,object_6,1.0,0.018173,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_20.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,1,5,object_5,1.0,0.00416,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,222,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_222.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,1,5,object_5,1.0,0.027302,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,222,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_222.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,2,object_2,1,3,object_3,1.0,0.017257,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_298.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,4,object_4,1,3,object_3,1.0,0.018378,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_298.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,6,object_6,1,5,object_5,1.0,0.004515,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_298.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,5,object_5,1,3,object_3,1.0,0.071211,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,32,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_32.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,6,object_6,1,7,object_7,1.0,0.004358,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,32,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_32.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,2,object_2,1,4,object_4,1.0,0.316888,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,345,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_345.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,1,4,object_4,0.62,0.035625816512,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 2 directly covers/blocks the target 7, making it the immediate occluder. Object 4 is an indirect occluder because it covers object 2, which in turn covers the target, so it has moderate chain relevance.",True,345,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_345.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,2,2,object_2,1.0,0.112424,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,345,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_345.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,1,4,object_4,0.92,0.051258,0.7133511227286755,0.8643529460796511,0.8643529460796511,1.0,,{},0,0.6165871445197574,0.8643529460796511,0.8643529460796511,0.6165871445197574,0.6165871445197574,"Both candidates are listed as direct occluders of target 1. Object 6 visibly overlaps/blocks the right side of the target area slightly more, while object 4 also directly covers part of the target from the left/upper-left chain.",True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,1,6,object_6,0.96,0.019739,0.2866488772713246,0.8643529460796511,0.8643529460796511,1.0,,{},0,0.2477658015598937,0.8643529460796511,0.8643529460796511,0.2477658015598937,0.2477658015598937,"Both candidates are listed as direct occluders of target 1. Object 6 visibly overlaps/blocks the right side of the target area slightly more, while object 4 also directly covers part of the target from the left/upper-left chain.",False,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,1,object_1,2,6,object_6,1.0,0.019739,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,1,6,object_6,0.65,0.00437330663,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"object_9 directly covers/blocks the target object_7, making it the immediate occluder. object_6 is an indirect occluder because it covers object_9, which in turn covers object_7, so it is important in the occlusion chain but less direct.",True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,7,object_7,2,9,object_9,1.0,0.093878,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,8,object_8,1,5,object_5,1.0,0.059004,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,9,object_9,1,6,object_6,1.0,0.046585,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,348,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_348.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,legacy,all,3,object_3,1,5,object_5,1.0,0.028561,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,365,runs_reason_compare/gpt-5.5/original/legacy/scene_details/scene_365.csv,legacy,runs_reason_compare/gpt-5.5/original/legacy
gpt-5.5,original,theory,all,1,object_1,1,2,object_2,0.5,0.002558927132,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,VLM response could not be parsed; used fallback scores.,True,1094,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_1094.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,2,3,object_3,1.0,0.009159,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_1094.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,1,2,object_2,1.0,0.012548,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_1094.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,1,2,object_2,1.0,0.014864,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,1094,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_1094.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,5,object_5,1,2,object_2,1.0,0.01407,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,125,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_125.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,6,object_6,1,2,object_2,0.66,0.0002183523299999,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 5 directly covers the target object 6, making it the immediate occluder. Object 2 covers object 5, so it is an indirect occluder in the chain and moderately important for uncovering the target.",True,125,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_125.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,6,object_6,2,5,object_5,1.0,0.015519,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,125,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_125.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,1,8,object_8,0.63,0.0002460505175031,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Objects 4 and 5 directly occlude target 1, with 5 also covering 4 and forming the largest immediate blockage. Object 8 does not touch the target directly but covers 5, so it is an indirect chain occluder with moderate importance.",True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,2,5,object_5,0.98,0.017344601544,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Both candidates directly occlude target 1; object 5 is the dominant front object covering the lower target area and also occludes object 4, while object 4 directly blocks a smaller portion of the target.",True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,1,object_1,3,4,object_4,1.0,0.033144,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,1,8,object_8,0.5,0.0002279059533406,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,VLM response could not be parsed; used fallback scores.,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,2,6,object_6,0.62,4.0715637e-05,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 7 directly covers the target object 3, making it the immediate occluder. Object 6 covers object 7, so it is an indirect occluder in the chain and moderately important for uncovering the target.",True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,3,7,object_7,1.0,0.006067,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,1,8,object_8,0.62,0.001381021286,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 5 directly covers the target object 4, making it the immediate occluder. Object 8 does not directly cover the target but covers object 5, so it is an indirect occluder in the chain and moderately important.",True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,2,5,object_5,1.0,0.097351,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,5,object_5,1,8,object_8,1.0,0.014186,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,6,object_6,1,8,object_8,1.0,0.018753,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,7,object_7,1,8,object_8,0.5,0.037564851383,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,VLM response could not be parsed; used fallback scores.,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,7,object_7,2,6,object_6,1.0,0.006711,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,184,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_184.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,2,object_2,1,1,object_1,1.0,0.028194,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_20.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,1,1,object_1,0.62,0.000244808502,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,"Object 2 is the direct occluder covering the target object 3, so it is highly important. Object 1 covers object 2, making it an indirect occluder in the chain to the target with moderate importance.",True,20,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_20.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,2,2,object_2,1.0,0.008683,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_20.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,1,6,object_6,1.0,0.018173,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,20,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_20.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,3,object_3,1,5,object_5,1.0,0.00416,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,222,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_222.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,1,5,object_5,1.0,0.027302,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,222,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_222.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,2,object_2,1,3,object_3,1.0,0.017257,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_298.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,4,object_4,1,3,object_3,1.0,0.018378,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_298.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,6,object_6,1,5,object_5,1.0,0.004515,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,298,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_298.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,5,object_5,1,3,object_3,1.0,0.071211,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,32,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_32.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,6,object_6,1,7,object_7,1.0,0.004358,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,32,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_32.csv,theory,runs_reason_compare/gpt-5.5/original/theory
gpt-5.5,original,theory,all,2,object_2,1,4,object_4,1.0,0.316888,1.0,0.0,0.0,1.0,,{},0,0.0,0.0,0.0,0.0,0.0,single ancestor; assigned deterministic prior,True,345,runs_reason_compare/gpt-5.5/original/theory/scene_details/scene_345.csv,theory,runs_reason_compare/gpt-5.5/original/theory
